116,410,231,79740
290,106,358,59813
165,297,455,79769
498,23,399,39967
429,160,191,49876
290,460,200,59806
440,380,76,49898
457,7,72,59866
333,28,190,69766
65,231,420,79762
453,17,30,59864
421,21,137,49868
58,45,13,99672
319,373,344,49854
423,332,195,39909
316,485,321,49860
121,30,468,79771
295,175,303,59803
280,261,30,79734
176,206,99,89685
440,212,331,39931
357,372,361,49865
376,126,489,49896
75,460,428,69810
426,26,45,59854
407,235,185,59824
493,20,266,39939
222,64,197,89695
354,442,12,69794
262,45,400,59815
42,17,192,89694
367,156,65,69791
398,404,428,39932
152,212,122,89687
279,165,169,69753
392,479,292,39911
52,326,224,79731
495,360,418,30007
351,268,449,59843
416,145,78,59850
185,261,48,99672
173,288,21,99672
408,326,157,49855
149,176,162,89691
375,251,263,49851
74,458,163,79738
164,34,490,79776
240,457,464,69817
485,408,463,20068
462,401,67,49909
262,288,497,59835
392,352,374,39914
181,472,322,69790
201,232,490,79776
266,84,74,79731
344,281,454,59843
92,205,364,79750
25,49,273,79732
133,53,131,89688
316,263,39,79741
36,426,322,69786
86,431,10,89717
184,424,355,69792
142,446,299,69783
433,447,213,39926
338,272,473,59845
399,363,407,39924
500,128,100,49896
374,385,257,39889
244,202,442,79766
398,292,20,69800
426,229,95,49866
149,346,2,89708
60,151,444,79766
374,486,272,39902
286,276,263,59793
271,410,477,49875
204,315,154,89690
151,253,293,79736
275,489,81,69783
318,498,368,49871
283,184,201,69757
469,448,335,29989
450,463,424,30001
192,232,398,79757
186,375,241,69764
168,228,58,99672
177,208,9,99672
86,130,429,79763
295,143,499,59842
129,257,370,79752
346,217,389,59830
243,358,246,69764
486,358,45,49915
64,484,114,79736
13,126,240,79726
477,199,362,39952
418,44,306,39917
498,275,267,39941
173,473,485,69823
51,276,210,89696
336,59,132,69761
139,240,397,79757
429,393,339,29968
43,195,335,79745
147,254,453,79768
58,427,53,89716
193,453,100,79731
260,208,444,59824
497,144,246,39936
448,272,107,49876
380,168,243,49848
4,495,329,69794
463,485,134,39934
270,220,380,59813
422,114,137,49868
353,206,65,79748
97,280,299,79737
480,266,305,39941
74,207,140,89689
348,133,107,69761
184,235,169,89692
303,90,440,59832
347,267,29,79747
163,345,323,69778
406,446,157,49866
247,165,64,99672
70,128,44,99672
269,352,282,49830
343,113,99,69759
284,443,211,59804
2,10,152,89690
308,42,112,69753
341,493,170,59816
301,259,11,79738
165,69,125,89687
385,341,20,59831
38,363,51,89710
158,134,24,99672
15,69,200,89695
467,319,121,49885
340,137,258,59803
161,475,176,79741
402,321,422,39924
303,436,202,59806
340,310,264,59804
282,268,197,69756
450,316,275,39923
27,254,87,99672
107,217,273,79732
125,135,265,79731
237,202,51,99672
187,327,272,69766
272,422,362,49853
342,15,154,69764
341,78,457,59843
71,440,108,79731
421,424,168,39915
445,80,425,39951
191,220,59,99672
301,135,334,59810
400,302,4,69800
477,460,322,29991
190,281,442,79766
230,390,299,69778
211,467,204,79743
303,26,235,59791
18,352,0,89709
21,55,69,99672
254,178,135,79717
492,455,328,29997
401,410,122,49858
404,120,281,49863
179,79,389,79755
459,157,440,39960
173,329,498,69811
386,27,217,59821
188,147,408,79759
220,350,318,69777
260,28,337,59802
446,86,322,39931
244,170,355,79749
488,10,449,39973
