116,410,231,79740
290,106,358,59813
165,297,455,79769
498,23,399,39967
429,160,191,49876
290,460,200,59806
440,380,76,49898
457,7,72,59866
333,28,190,69766
65,231,420,79762
453,17,30,59864
421,21,137,49868
58,45,13,99672
319,373,344,49854
423,332,195,39909
316,485,321,49860
121,30,468,79771
295,175,303,59803
280,261,30,79734
176,206,99,89685
440,212,331,39931
357,372,361,49865
376,126,489,49896
75,460,428,69810
426,26,45,59854
407,235,185,59824
493,20,266,39939
222,64,197,89695
354,442,12,69794
262,45,400,59815
42,17,192,89694
367,156,65,69791
398,404,428,39932
152,212,122,89687
279,165,169,69753
392,479,292,39911
52,326,224,79731
495,360,418,30007
351,268,449,59843
416,145,78,59850
185,261,48,99672
173,288,21,99672
408,326,157,49855
149,176,162,89691
375,251,263,49851
74,458,163,79738
164,34,490,79776
240,457,464,69817
485,408,463,20068
462,401,67,49909
262,288,497,59835
392,352,374,39914
181,472,322,69790
201,232,490,79776
266,84,74,79731
344,281,454,59843
92,205,364,79750
25,49,273,79732
133,53,131,89688
316,263,39,79741
36,426,322,69786
86,431,10,89717
184,424,355,69792
142,446,299,69783
433,447,213,39926
338,272,473,59845
399,363,407,39924
500,128,100,49896
374,385,257,39889
244,202,442,79766
398,292,20,69800
426,229,95,49866
149,346,2,89708
60,151,444,79766
374,486,272,39902
286,276,263,59793
271,410,477,49875
204,315,154,89690
151,253,293,79736
275,489,81,69783
318,498,368,49871
283,184,201,69757
469,448,335,29989
450,463,424,30001
192,232,398,79757
186,375,241,69764
168,228,58,99672
177,208,9,99672
86,130,429,79763
295,143,499,59842
129,257,370,79752
346,217,389,59830
243,358,246,69764
486,358,45,49915
64,484,114,79736
13,126,240,79726
477,199,362,39952
418,44,306,39917
498,275,267,39941
173,473,485,69823
51,276,210,89696
336,59,132,69761
139,240,397,79757
429,393,339,29968
43,195,335,79745
147,254,453,79768
58,427,53,89716
193,453,100,79731
260,208,444,59824
497,144,246,39936
448,272,107,49876
380,168,243,49848
4,495,329,69794
463,485,134,39934
270,220,380,59813
422,114,137,49868
353,206,65,79748
97,280,299,79737
480,266,305,39941
74,207,140,89689
348,133,107,69761
184,235,169,89692
303,90,440,59832
347,267,29,79747
163,345,323,69778
406,446,157,49866
247,165,64,99672
70,128,44,99672
269,352,282,49830
343,113,99,69759
284,443,211,59804
2,10,152,89690
308,42,112,69753
341,493,170,59816
301,259,11,79738
165,69,125,89687
385,341,20,59831
38,363,51,89710
158,134,24,99672
15,69,200,89695
467,319,121,49885
340,137,258,59803
161,475,176,79741
402,321,422,39924
303,436,202,59806
340,310,264,59804
282,268,197,69756
450,316,275,39923
27,254,87,99672
107,217,273,79732
125,135,265,79731
237,202,51,99672
187,327,272,69766
272,422,362,49853
342,15,154,69764
341,78,457,59843
71,440,108,79731
421,424,168,39915
445,80,425,39951
191,220,59,99672
301,135,334,59810
400,302,4,69800
477,460,322,29991
190,281,442,79766
230,390,299,69778
211,467,204,79743
303,26,235,59791
18,352,0,89709
21,55,69,99672
254,178,135,79717
492,455,328,29997
401,410,122,49858
404,120,281,49863
179,79,389,79755
459,157,440,39960
173,329,498,69811
386,27,217,59821
188,147,408,79759
220,350,318,69777
260,28,337,59802
446,86,322,39931
244,170,355,79749
488,10,449,39973
192,417,87,89715
359,49,168,69769
485,328,393,29995
231,236,246,79727
387,362,97,49846
220,271,286,79735
464,420,75,49912
188,54,13,99672
37,91,383,79754
334,399,144,59803
77,487,413,69810
474,9,198,49895
317,368,457,49876
269,195,2,79732
402,492,454,39947
331,171,119,69758
388,468,481,39946
87,293,257,79729
214,397,468,69812
363,350,345,39900
327,268,124,69758
390,59,322,49867
193,280,321,79742
239,490,119,79737
6,478,156,79740
139,208,298,79737
494,354,159,39936
267,224,251,59787
209,83,198,89695
194,100,409,79759
180,75,284,79734
423,391,311,29960
366,168,71,69790
127,175,139,89689
234,74,65,99672
126,98,401,79758
269,99,215,69756
436,289,277,39918
196,98,313,79740
38,393,28,89713
373,191,341,49866
296,64,269,59796
37,120,191,89694
143,331,494,69811
178,420,112,79729
355,174,268,59808
44,414,104,79728
232,145,405,79759
296,308,378,59818
127,29,415,79761
158,406,479,69815
315,51,427,59831
317,123,104,69754
254,60,453,69796
354,410,192,59813
462,67,358,39945
127,1,60,99672
100,382,189,79733
241,307,134,89688
319,336,461,49874
251,428,484,59846
385,211,136,59812
48,416,64,89715
280,227,22,79734
107,412,269,69774
463,454,47,49915
339,21,211,69769
221,479,298,69786
95,255,261,79730
98,180,439,79765
491,389,32,49920
453,229,417,39953
88,73,454,79768
143,21,251,79728
496,418,198,39947
497,399,421,30012
323,197,453,59838
235,468,276,69781
455,239,213,49889
294,158,74,79737
295,426,139,59797
433,394,388,29980
207,500,396,69808
288,56,287,59798
7,452,168,79738
184,275,319,79741
291,242,317,59805
424,223,250,39908
405,1,80,69802
162,107,448,79767
74,54,158,89691
254,411,498,59848
426,305,18,59854
31,315,410,79760
133,485,275,69782
287,309,37,79735
85,469,133,79736
41,141,363,79750
131,105,138,89689
240,369,150,79728
437,488,411,29995
37,158,463,79770
430,66,221,49880
182,374,14,89711
158,375,444,69805
20,294,332,79744
437,212,487,30012
98,57,65,99672
293,61,133,69752
98,27,482,79774
167,482,362,69799
110,467,4,89720
491,16,126,49895
276,4,383,59815
42,409,17,89714
264,104,144,69748
245,186,196,89695
327,97,90,79743
342,148,467,59845
213,237,11,99672
10,52,313,79740
332,477,216,59817
354,172,37,79749
210,351,402,69794
476,416,282,29978
275,251,239,59786
340,288,429,59837
225,236,416,79761
338,262,282,59807
403,304,129,59817
155,302,22,99672
229,446,116,79732
222,350,463,69806
348,313,192,69769
219,321,178,79726
393,4,376,49879
371,153,7,69792
169,295,394,79756
436,104,40,59858
60,495,323,69793
64,346,480,69809
304,116,482,59840
350,91,383,59830
252,287,183,79721
147,210,263,79730
231,433,37,89717
99,469,304,69786
309,315,121,69754
197,105,76,99672
495,372,440,30013
0,352,153,79727
249,338,15,79735
185,277,438,79765
257,159,302,59795
292,146,274,59796
138,5,155,89690
43,246,251,79728
435,374,375,29976
495,132,186,49902
115,51,258,79729
256,64,462,69798
490,34,1,59879
30,366,427,69801
33,4,269,79731
166,9,4,99672
105,100,147,89690
275,125,116,69747
105,444,119,79732
278,226,166,69753
203,8,92,89684
320,381,109,59795
88,453,48,89719
398,439,73,59845
417,75,21,59850
143,172,295,79737
221,397,333,69785
59,101,373,79752
58,477,406,69808
110,143,126,89688
211,124,16,99672
126,97,175,89692
227,438,330,69789
308,433,193,59806
213,122,415,79761
439,456,303,29971
57,36,399,79757
443,266,461,30006
466,378,185,39930
228,176,198,89695
236,8,63,99672
84,283,436,79765
356,74,229,69774
314,67,39,79741
306,117,323,59809
85,428,155,79734
214,275,444,79766
459,423,342,29984
34,93,267,79731
493,363,96,39930
178,482,254,69778
436,429,391,29985
314,333,171,59795
60,475,16,89721
135,307,483,79774
105,123,424,79762
163,201,180,89693
24,471,349,69796
3,48,67,99672
184,446,70,89718
114,156,255,79729
451,270,452,20055
271,216,436,59824
290,237,256,59792
178,216,37,99672
102,382,66,89712
104,81,181,89693
24,180,305,79739
339,434,43,69790
322,98,171,69762
288,419,335,49851
493,8,158,49899
240,18,26,99672
183,280,67,99672
34,159,371,79752
284,499,303,49851
446,287,240,39915
208,35,31,99672
329,430,9,69788
90,164,156,89691
417,126,153,49868
244,476,147,79738
317,24,216,69765
464,108,178,49889
327,283,288,59806
304,338,161,59792
176,198,261,79730
284,437,198,59802
225,417,486,69818
121,365,124,79725
371,19,254,49848
285,350,459,49868
398,282,249,49855
6,276,281,79734
371,82,294,49856
25,363,411,69797
219,344,331,69779
152,44,379,79753
178,80,221,89697
417,478,284,29961
485,86,245,39931
4,117,439,79765
29,327,255,69762
494,497,61,49932
131,496,165,79742
90,456,309,69786
154,277,214,89696
229,276,85,99672
308,478,296,49853
394,141,77,69799
3,491,59,89723
190,328,368,69785
309,220,408,59826
221,418,27,89715
361,48,194,59811
222,91,224,89697
427,18,97,49866
488,225,195,49900
457,388,86,49906
299,90,388,59820
278,400,32,69775
464,115,425,39959
221,445,50,89718
26,234,466,79771
233,254,82,99672
271,214,444,59826
371,239,74,69792
73,486,306,69789
112,406,108,79728
227,439,51,89717
51,26,76,99672
187,161,140,89689
7,244,223,89697
371,151,291,49855
156,377,87,89711
245,223,229,89698
269,268,158,69750
412,476,280,29958
318,362,160,59797
296,231,242,59791
197,268,109,89686
120,100,297,79737
122,391,453,69808
380,164,472,49894
172,181,298,79737
330,204,394,59828
427,144,112,49868
199,350,335,69781
87,194,451,79768
480,302,390,39958
420,111,33,59851
306,192,356,59815
147,217,404,79758
46,204,76,99672
267,367,494,49873
377,72,218,59818
271,319,351,59807
487,472,104,39939
79,485,80,89722
485,60,293,39941
65,67,167,89692
397,351,158,49854
68,179,87,99672
117,248,244,79726
462,44,266,39926
282,71,180,69755
69,447,174,79738
32,238,265,79731
444,360,103,39911
455,2,349,39940
21,410,94,79727
399,407,386,39924
55,200,52,99672
360,498,261,49858
326,334,71,69778
186,174,376,79753
206,184,275,79733
103,32,119,89687
10,335,228,79732
308,284,27,79739
408,410,3,59845
215,393,208,79736
430,348,330,29962
453,390,293,29968
23,227,345,79747
262,292,175,69750
421,122,320,39921
218,74,9,99672
65,144,236,79725
13,33,399,79757
491,215,235,39932
301,48,269,59797
337,473,322,49863
272,205,456,59829
262,239,367,59809
219,33,296,79737
433,185,48,59856
52,454,55,89719
327,43,256,59800
456,117,153,49883
306,287,280,59800
196,20,298,79737
138,310,219,89697
134,498,161,79742
486,239,267,39936
134,87,353,79748
228,293,91,89684
255,330,380,59816
333,207,343,59818
299,239,315,59806
153,31,74,99672
487,447,414,30012
129,420,395,69800
271,151,53,79732
499,500,426,30024
223,365,456,69806
271,62,489,59835
269,385,311,49839
32,231,5,99672
133,481,346,69796
283,56,343,59808
303,319,344,59812
464,224,306,39935
265,295,340,59804
94,27,58,99672
21,278,152,89690
393,81,75,69798
433,44,176,49877
345,281,133,69763
67,289,124,89687
428,132,467,30002
10,306,141,89689
237,218,405,79759
92,384,17,89712
319,412,215,59808
425,177,177,49873
456,496,395,30001
114,472,183,79742
434,161,109,49870
129,346,490,69811
260,53,343,59804
450,391,0,49903
156,389,351,69788
499,449,399,30014
345,190,17,79747
384,228,433,49887
66,429,323,69786
443,351,218,39921
258,49,121,69744
288,89,179,69756
322,297,447,59837
217,277,211,89696
378,313,473,49894
70,63,146,89690
308,319,100,69752
135,298,132,89688
415,53,392,39933
76,357,391,69793
472,451,12,49918
331,456,385,49873
227,375,142,79728
402,203,486,49903
13,291,65,99672
383,486,246,39900
421,116,14,59852
402,205,42,69801
337,451,41,69791
306,174,21,79739
36,22,153,89690
154,269,310,79740
426,428,85,49898
314,439,125,59801
302,495,317,49857
351,155,497,59853
416,161,151,49867
2,241,437,79765
393,73,121,59813
80,130,101,89685
82,277,458,79769
428,311,158,49873
455,105,19,59865
108,395,351,69788
155,110,319,79741
256,397,223,69766
41,35,115,89686
262,358,278,49828
4,477,229,79747
270,96,121,69746
107,303,455,79769
132,175,144,89689
14,5,391,79756
489,21,38,59879
226,152,123,89687
435,96,97,49869
453,312,343,39938
334,12,489,59848
14,113,238,79725
419,475,4,49899
69,8,68,99672
457,42,270,39925
97,3,140,89689
129,271,437,79765
265,267,139,69747
90,240,197,89695
451,104,12,59864
25,158,109,89686
198,441,364,69796
297,416,440,49873
32,345,65,89708
205,195,136,89689
22,97,353,79748
479,455,11,49921
285,95,260,59792
267,81,44,79731
240,26,421,79762
445,7,401,39947
420,19,294,39915
237,87,410,79760
283,406,468,49875
485,331,437,30004
31,169,237,79725
256,184,409,69788
291,424,221,59804
471,178,497,30028
283,188,310,59802
53,344,300,69773
403,37,210,59825
293,30,382,59818
451,313,382,39945
473,227,256,39929
444,339,138,39912
295,384,422,49866
65,83,344,79746
358,365,245,49841
192,481,127,79737
143,12,42,99672
313,332,109,59788
370,85,186,59813
319,389,226,59807
404,236,332,49873
417,281,281,39911
467,17,9,59870
18,155,269,79731
309,341,8,69775
437,119,484,30011
173,423,357,69792
11,256,197,89695
497,116,197,49904
87,2,269,79731
310,81,419,59829
111,469,337,69793
486,219,420,39967
303,358,205,59798
256,136,168,79720
463,39,416,39957
375,81,215,59817
418,254,254,39906
252,86,496,69805
374,143,174,59813
354,435,276,49854
143,179,272,79732
444,352,112,39911
10,329,131,79722
439,80,499,30016
401,126,7,69801
411,55,76,59848
192,86,47,99672
275,328,393,49851
29,25,236,79725
371,104,298,49857
55,450,437,69811
469,194,41,59871
409,221,175,49867
214,355,364,69787
218,133,75,99672
26,482,484,69824
33,297,487,79775
288,486,72,69785
360,421,57,69793
102,474,116,79735
308,456,356,49863
387,149,425,49887
69,200,245,79727
352,17,37,79748
184,77,455,79769
222,295,213,89696
430,463,451,20046
40,306,389,79755
459,278,235,39919
88,4,12,99672
139,360,201,79732
271,135,487,59835
461,132,192,49889
52,198,120,89687
364,156,343,49863
13,354,319,69778
145,386,432,69804
453,347,219,39925
292,381,158,59794
442,394,347,29975
380,25,407,49881
223,343,326,69778
212,368,429,69801
498,8,458,39979
388,298,381,49878
174,202,20,99672
465,404,258,29968
306,412,83,69781
285,362,291,49836
489,128,340,39952
390,195,471,49897
206,73,85,99672
196,494,458,69820
450,332,252,29953
321,303,478,59843
196,196,365,79751
402,370,79,59839
317,134,137,69757
127,4,59,99672
336,398,53,69786
474,233,392,39956
20,40,408,79759
48,18,329,79743
21,207,408,79759
57,422,455,69812
488,307,411,39966
79,287,438,79765
433,85,415,39945
199,256,399,79757
334,163,428,59835
466,405,24,49911
7,288,49,99672
43,436,23,89717
140,152,467,79771
474,393,229,39939
58,482,111,79735
321,390,255,49838
443,470,183,39929
355,47,215,69773
336,137,186,69766
380,105,462,49892
70,111,307,79739
115,420,179,79736
63,335,214,79731
312,56,26,79740
147,258,99,89685
104,418,121,79730
173,436,499,69822
386,70,383,49878
45,400,138,79730
109,213,71,99672
